Marca,Nome do Produto,EAN,Preço com Desconto,Preço sem Desconto,Valor do Desconto
EMS,Merthiolate Spray - 45ml,7896094901155,42.86,49.84,6.98
EUROFARMA RX,Melocox 15mg com 10 Comprimidos - Eurofarma,7891317029685,45.67,50.74,5.07
THERASKIN,Micolamina Esmalte 6g - Theraskin,7897129300240,205.91,248.61,42.7
EMS,Merthiolate - 30ml,7896094901148,24.8,27.55,2.75
CELLERA,Motilium Cartucho com 30 Comprimidos - Janssen,7896212429738,30.13,35.04,4.91
VALEANT,Melleril cpr 25mg com 20 Comprimidos - Valeant,7896862993245,22.79,26.51,3.72
ASEPXIA,Mucosolvan Xarope Adulto 120ml - Sanofi OTC,7891058021566,51.61,57.34,5.73
ASEPXIA,Mucosolvan Xarope Pediátrico - 120ml,7891058021573,37.14,41.27,4.13
EUROFARMA RX,Musculare 10mg com 30 Comprimidos - Eurofarma,7891317432386,41.13,45.7,4.57
ALCON,Mydriacyl Colírio 1% 5ml - Alcon,7896548112229,20.09,22.32,2.23
EMS,Mioflex-A com 12 Comprimidos - Hypera,7897322714462,23.7,26.33,2.63
APSEN,Miosan Caf 10mg com 15 Comprimidos - Apsen,7896637025102,31.54,35.04,3.5
MOMENTA,Mud Creme 10g - Momenta,7891317015213,20.11,21.17,1.06
MOMENTA,Minilax com 1 Bisnaga - Momenta,7891317015176,7.39,7.39,0.0
EUROFARMA GENERICO,Meloxicam 15mg Injetável com 5 Ampolas - Eurofarma Genérico,7891317424565,63.23,63.23,0.0
APSEN,Miosan 10mg com 30 Comprimidos - Apsen,7896637022842,45.9,70.37,24.47
APSEN,Miosan 5mg com 30 Comprimidos - Apsen,7896637022835,44.9,63.24,18.34
BIOSINTETICA GENERICO,Mononitrato de Isossorbida 40mg com 30 Comprimidos - Biosintetica Genérico,7896181906384,19.32,25.78,6.46
BALDACCI,Monocordil 5mg Sublingual com 30 Comprimidos - Baldacci,7897851250387,17.48,22.41,4.93
VALEANT,Melleril 50mg com 20 Comprimidos - Valeant,7896862993252,25.66,31.89,6.23
ACHE RX,Meritor 2-1000mg com 30 Comprimidos - Ache,7896658012402,50.96,62.91,11.95
LIBBS,Minian com 21 Comprimidos - Libbs,7896094201354,37.29,44.87,7.58
CELLERA,Motilium com 60 Comprimidos - Janssen,7896212429745,57.16,66.47,9.31
CRISTALIA/LATINOFARMA,Mytedom 5mg com 20 Comprimidos - Cristalia/Latinofarma,7896676413762,21.47,25.18,3.71
THERASKIN,Micolamina Creme 1% 20g - Theraskin,7897129301186,49.44,57.49,8.05
APSEN,"Moment Creme 0,025 50g - Apsen",7896637022774,81.24,94.46,13.22
SIGMA PHARMA OTC,Multigrip com 20 Cápsulas - Sigma Pharma,7896472501823,24.83,28.22,3.39
APSEN,Miosan Caf 5mg com 15 Comprimidos - Apsen,7896637025096,28.33,31.48,3.15
SUPERA,Meticorten 20 mg com 10 Comprimidos - Supera,7897337712576,30.63,34.03,3.4
ACHE RX,Mirtax 10mg com 15 Comprimidos - Ache,7896658008559,15.74,17.49,1.75
ACHE RX,Mirtax 5mg com 30 Comprimidos - Ache,7896658005978,31.57,35.08,3.51
EUROFARMA RX,Musculare 5mg com 30 Comprimidos - Eurofarma,7891317432461,36.92,41.02,4.1
CELLERA,Mestinon 60mg com 60 Comprimidos - Cellera,7893454101569,49.17,54.63,5.46
EMS,Melhoral Infantil com 8 Comprimidos - Hypera,7896094915053,10.19,10.19,0.0
NEO QUIMICA SIMILAR,Neosoro Solução Nasal com 30ml - Neo Química,7896714231143,4.99,10.94,5.95
TEUTO GENERICO,Naproxeno 500mg com 20 Comprimidos - Teuto Genérico,7896112115175,17.9,38.79,20.89
LIBBS,"Natifa Pro 1mg/0,5mg com 28 Comprimidos - Libbs",7896094201477,72.07,95.68,23.61
SIGMA PHARMA RX,Neutrofer 500mg com 30 Comprimidos - Sigma Pharma,7894916500272,78.83,91.66,12.83
EMS SIMILAR,Naridrin Solução de Uso Nasal com 30ml - Ems,7896004714578,13.99,13.99,0.0
EMS,Nebacetin Pomada - 15g,7896094922105,23.61,26.23,2.62
SUPERA,Nasonex Spray Nasal 120 Doses - Supera,7897337716543,53.36,67.86,14.5
EMS GENERICO,Nimesulida 100mg com 12 Comprimidos - EMS Genérico,7896004704036,10.49,20.02,9.53
SIGMA PHARMA RX,Neutrofer 300mg com 30 Comprimidos - Sigma Pharma,7894916500333,52.95,61.57,8.62
NEO QUIMICA SIMILAR,Neo Fólico 5mg com 20 Comprimidos - Neo Química,7896714201108,9.35,12.38,3.03
CIMED,Narix Solução de Uso Nasal - 30ml,7896523202600,4.99,9.89,4.9
CRISTALIA/LATINOFARMA,Neural 100mg com 30 Comprimidos - Cristalia/Latinofarma,7896676410235,64.55,80.04,15.49
LIBBS,Naprix A 10/5mg com 30 Comprimidos - Libbs,7896094201811,60.15,77.28,17.13
EMS,Neosaldina com 20 Drágeas - Hypera,7896094921979,29.2,33.95,4.75
MEDQUIMICA,Nifedipress 20mg - 30 comprimidos,7896862910747,14.51,25.75,11.24
LIBBS,Naprix A 5/5mg com 30 Comprimidos - Libbs,7896094201392,60.14,77.28,17.14
LIBBS,Natifa 1mg com 28 Comprimidos - Libbs,7896094201460,54.98,73.32,18.34
AROVIDA,Natus Gerin - 30 cápsulas,7896004718132,61.01,64.22,3.21
SIGMA PHARMA RX,Neutrofer Gotas 30ml - Sigma Pharma,7894916500296,55.19,64.18,8.99
SANOFI RX,Neuleptil 4% Gotas 20ml - Sanofi,7896070601260,24.38,28.33,3.95
SANOFI RX,Neuleptil 1% Pediátrico Gotas 20ml - Sanofi,7896070601697,12.71,14.6,1.89
CRISTALIA/LATINOFARMA,Neural 50mg com 30 Comprimidos - Cristalia/Latinofarma,7896676410228,43.22,53.37,10.15
JJ OTC,Goma Mastigável Nicorette Icemint 4mg - 30 Uni,7891010970888,90.15,104.83,14.68
EMS,Neosaldina com 4 Drágeas - Hypera,7896641805653,8.69,8.69,0.0
NEO QUIMICA SIMILAR,Neosoro Infantil Solução Nasal com 30ml - Neo Química,7896714230023,5.71,11.34,5.63
NEO QUIMICA SIMILAR,Neopiridin Spray com 50ml - Neo Química,7896714270029,16.95,37.98,21.03
SIGMA PHARMA RX,Neutrofer 150mg com 30 Comprimidos - Sigma Pharma,7894916500548,30.23,35.15,4.92
UNIAO QUIMICA GENOM,Neovlar com 21 Drágeas - União Química,7896006201687,6.71,9.53,2.82
EMS SIMILAR,Naridrin Gotas Infantil com 15ml - Ems,7896004803463,14.61,20.85,6.24
LIBBS,Naprix 10mg com 30 Comprimidos - Libbs,7896094206380,62.12,79.77,17.65
SANOFI RX,Neozine Adulto Gotas 20ml - Sanofi,7896070601055,17.92,20.35,2.43
SIGMA PHARMA RX,Neutrofer Fólico com 30 Comprimidos - Sigma Pharma,7894916500425,40.14,46.68,6.54
SUPERA,Nasonex Spray Nasal 60 Doses - Supera,7897337716550,41.9,48.72,6.82
SANOFI RX,Neozine 100mg com 20 Comprimidos - Sanofi,7896070601574,28.42,33.01,4.59
SANOFI RX,Neuleptil com 20 Comprimidos - Sanofi,7896070601543,12.48,14.21,1.73
GSK RX,"Naramig 2,5mg com 4 Comprimidos - GSK",7896269900983,23.29,27.4,4.11
CRISTALIA/LATINOFARMA,Nausedron 8mg com 10 Comprimidos - Cristalia/Latinofarma,7896676404241,73.47,85.43,11.96
EMS,Nenê Dent N Gel com 10g - Hypera,7896094922129,20.76,21.85,1.09
EMS,Naturetti Geleia Sabor Ameixa Sem Açúcar - 130g,7896714292151,71.68,83.35,11.67
SIGMA PHARMA RX,Neutrofer Fólico Gotas 30ml - Sigma Pharma,7894916501736,55.04,64.0,8.96
EMS,Naturetti - 16 Cápsulas,7896714292168,59.94,66.6,6.66
SANOFI RX,Neozine 25mg com 20 Comprimidos - Sanofi,7896070601062,13.47,15.22,1.75
ALCON,Nevanac Colírio Gotas 5ml - Alcon,7896548197585,82.9,92.11,9.21
NEO QUIMICA SIMILAR,Neopiridin com 12 Pastilhas - Neo Química,7896714283005,14.6,14.71,0.11
GERMED GENERICO,Nitrazepam 5mg com 20 Comprimidos - Germed Genérico,7896004711508,18.43,18.43,0.0
EMS SIMILAR,Naridrin Gotas com 15ml - Ems,7896004788371,13.8,21.64,7.84
SERVIER,Natrilix SR com 30 Comprimidos - Servier,7898029556829,42.9,57.77,14.87
NEO QUIMICA SIMILAR,Neo Fedipina 10mg com 30 Comprimidos - Neo Química,7896714200064,21.06,27.96,6.9
LIBBS,Naprix 5mg com 30 Comprimidos - Libbs,7896094206366,62.47,79.77,17.3
LIBBS,"Naprix 2,5mg com 30 Comprimidos - Libbs",7896094206342,62.85,79.77,16.92
CRISTALIA/LATINOFARMA,Neural 25mg com 30 Comprimidos - Cristalia/Latinofarma,7896676410211,40.52,50.26,9.74
SERVIER,"Natrilix 2,5mg com 30 Drágeas - Servier",7898029556539,50.15,59.17,9.02
ASTRAZENECA,Nexium 40mg com 28 Comprimidos - Astrazeneca,7896206402976,337.98,397.62,59.64
EMS,Neosaldina em Gotas com 15ml - Hypera,7896641804663,37.07,43.11,6.04
ACHE RX,Nisulid 100mg com 12 Comprimidos - Ache,7896658005121,55.5,64.53,9.03
ACHE RX,Nisulid Dispersivel com 12 Comprimidos - Ache,7896658005084,61.3,71.28,9.98
ARESE,Nevrix com 20 Comprimidos Revestidos - Arese,7899824400690,64.58,71.76,7.18
ACNASE,Nasaliv com 60ml - União Química,7896006272724,13.99,15.15,1.16
RECKITT BENCKISER RB,Naldecon Noite com 4 Comprimidos - Reckitt Benckiser,7896016806247,13.9,13.9,0.0
BESINS,"Oestrogel 0,6mg 80g - Besins",7898948648179,67.77,82.41,14.64
UNIAO QUIMICA GENOM,Ocupress 2% Solução Oftálmica 5ml - União Química,7896006290209,73.36,108.09,34.73
ALLERGAN,Optive - 10ml,7897316806371,53.29,69.9,16.61
ALLERGAN,Optive - 15ml,7897316806388,77.26,102.9,25.64
TAKEDA,Noripurum 100mg com 30 Comprimidos - Takeda,7898581710547,63.92,74.32,10.4
DELTA,Ossotrat-D 600mg + 200UI com 60 Comprimidos - Delta,7893454212012,65.84,82.66,16.82
ASEPXIA,Novalgina 1g com 10 Comprimidos - Sanofi,7891058001155,18.9,23.0,4.1
TAKEDA,Noripurum 50mg Gotas 30ml - Takeda,7898581710523,40.18,46.72,6.54
ASPEN,Osteonutri Aspen 600mg + 400ui - 60 comprimidos,7895858017408,147.69,149.9,2.21
ASEPXIA,Novalgina em Gotas com 20ml - Sanofi,7891058000165,25.52,29.68,4.16
ASEPXIA,Novalgina Dipirona Sódica com 5 Supositórios - Sanofi,7891058467098,18.23,21.2,2.97
ASPEN,Omcilon A Pomada Orabase 10g - Aspen,7895858015824,23.21,26.38,3.17
ASEPXIA,Novalgina em Gotas com 10ml - Sanofi,7891058000172,13.46,15.65,2.19
ABBOTT RX,Noctal 2mg com 20 Comprimidos - Abbott,7891158000195,24.62,29.49,4.87
WYETH RX,Nordette com 21 Comprimidos - Wyeth RX,7891045008433,10.69,13.26,2.57
FARMOQUIMICA,Nutrical D com 60 Comprimidos - Farmoquímica,7898040321376,92.34,104.93,12.59
CIFARMA,Noregyna Injetável com 1 Ampla - Cifarma,7908020502555,17.42,41.97,24.55
UCB BIOPHARMA,Nootropil 800mg com 30 Cápsulas - Biopharma,7896070603271,40.36,46.93,6.57
MEDLEY GENERICOS,Omeprazol 40mg com 7 Cápsulas - Medley Genérico,7896422504614,27.97,50.78,22.81
MEDLEY GENERICOS,Norfloxacino 400mg com 14 Comprimidos - Medley Genérico,7896422507400,23.99,48.41,24.42
BAUSCH  LOMB,Polivitamínico Neovite Lutein - 60 comprimidos,7896046301101,229.94,331.9,101.96
BIOLAB RX,"Norestin 0,35mg com 35 Comprimidos - Biolab",7896241274903,12.44,15.13,2.69
WYETH RX,Nordette com 63 Comprimidos - Wyeth RX,7891045008440,29.52,36.97,7.45
EXELTIS,Nutrinfan Infantil - 120ml,7898956544081,47.2,55.9,8.7
EUROFARMA RX,Noex 50mcg com 200 Doses - Eurofarma,7891317460518,66.99,77.89,10.9
CRISTALIA/LATINOFARMA,Oftpred Colírio 5ml - Cristalia/Latinofarma,7896676433029,44.92,52.23,7.31
ASEPXIA,Novalgina Infantil 50mg com 100ml - Sanofi,7891058464073,39.27,45.66,6.39
ACHE RX,Novacort Pomada 30g - Ache,7896658000577,40.69,45.21,4.52
FARMOQUIMICA,Otociriax Solução Otológica 5ml - Farmoquímica,7898040324223,48.38,50.93,2.55
ACHE RX,Novamox 2x 400mg /57mg 70ml - Ache,7896658002946,73.68,86.68,13.0
EUROFARMA RX,Noex 64mg com 120 Doses - Eurofarma,7891317460495,68.1,79.19,11.09
GROSS,Organoneuro Cerebral com 25 Drágeas - Gross,7892828000620,96.32,112.0,15.68
JANSSEN,Nizoral Creme - 30g,7896212469970,50.45,58.66,8.21
ACHE RX,Novacort Creme 30g - Ache,7896658000560,40.69,45.21,4.52
TAKEDA,Noripurum Fólico com 30 Comprimidos - Takeda,7898581710608,69.86,77.62,7.76
FARMOQUIMICA,Oto Betnovate 10ml - Farmoquímica,7898040321390,34.86,36.69,1.83
FARMOQUIMICA,Otosporin 10ml - Farmoquímica,7898040320942,16.85,17.74,0.89
ACHE RX,Novocilin 400mg 100ml - Ache,7896658004124,45.1,47.47,2.37
FARMAX,Óleo Capilar e Corporal Farmax Semente de Uva - 100ml,7896902211261,10.99,10.99,0.0
TORRENT,Oleptal 300mg com 30 Comprimidos - Torrent,8902220106185,61.36,79.53,18.17
EMS SIMILAR,Otomixyn Gotas 5ml - EMS,7896004707600,12.62,15.24,2.62
SIGMA PHARMA RX,Osteoform 70mg com 4 Comprimidos - Sigma Pharma,7894916501729,63.97,77.36,13.39
ASTELLAS,"Omnic Ocas 0,4mg com 30 Comprimidos - Astellas",7899337000400,117.09,140.3,23.21
PFIZER,Olmetec 40mg com 30 Comprimidos - Pfizer,7891268148756,180.77,212.67,31.9
ACHE RX,Omepramix 7BL com 56 Comprimidos + 28 Cápsulas - Ache,7896658004360,212.57,250.08,37.51
ACHE RX,Novamox 2x 400mg 100ml - Ache,7896658002953,135.77,159.73,23.96
ACHE RX,Novamox 875/125 com 14 Comprimidos - Ache,7896658002922,107.04,125.93,18.89
PFIZER,Olmetec 20mg com 30 Comprimidos - Pfizer,7891268148725,157.13,184.86,27.73
EUROFARMA RX,Noex 32mcg com 120 Doses - Eurofarma,7891317460532,38.49,44.76,6.27
ASEPXIA,Novalgina 500mg com 30 Comprimidos - Sanofi,7891058008635,36.11,41.99,5.88
EUROFARMA RX,Noex 100mcg com 100 Doses - Eurofarma,7891317464004,66.99,77.89,10.9
TAKEDA,Noripurum Xarope 120ml - Takeda,7898581710578,30.52,35.49,4.97
GALDERMA,Nutraplus Creme - 60g,7897930760806,62.18,72.3,10.12
GALDERMA,Nutraplus Loção - 120ml,7897930764538,79.15,92.03,12.88
EMS SIMILAR,Nociclin com 21 Comprimidos - Ems,7896004714196,9.74,10.64,0.9
ALLERGAN,Oflox Colírio 5ml - Allergan,7897316800256,51.2,53.89,2.69
ALCON,Oftane Solução Oftálmica - 15ml,300651429206,82.99,82.99,0.0
MEDLEY GENERICOS,Pantoprazol 20mg Medley Genérico - 28 comprimidos,7891058005955,10.9,27.69,16.79
MEDLEY GENERICOS,Pantoprazol 40mg Medley Genérico com 28 Comprimidos - Medley Genérico,7891058005979,10.9,43.16,32.26
CELLERA,Pamelor 10mg com 30 Comprimidos - Cellera,7893454101668,34.27,40.68,6.41
ALCON,Patanol Uso Oftálmico 5ml - Alcon,7896548115251,69.26,80.54,11.28
CELLERA,Pamelor 25mg com 30 Cápsulas - Cellera,7893454101699,53.87,63.62,9.75
FARMAX,Pasta d água Farmax - 120g,7896902217652,13.49,13.49,0.0
BIOLAB RX,Pantogar com 30 Cápsulas - Biolab,7896112425328,97.47,113.34,15.87
SUPERA,Phosfoenema - 130ml,7896676434323,19.32,20.34,1.02
EUROFARMA RX,Paco 500mg + 30mg com 12 Comprimidos - Eurofarma,7891317000035,29.62,32.91,3.29
SUPERA,Percof Xarope 120ml - Supera,7891317411909,41.25,45.83,4.58
EMS GENERICO,Paracetamol + Cloridrato de Pseudoefedrina com 24 Comprimidos - EMS Genérico,7896004722337,22.0,22.0,0.0
SANOFI RX,Plasil com 20 Comprimidos - Sanofi RX,7891058059149,13.33,14.03,0.7
EMS GENERICO,Paracetamol + Cafeína 20 comprimidos - Ems Genérico,7896004721323,19.86,24.5,4.64
ALCON,"Patanol Uso Oftálmico 2,5ml - Alcon",7896548140581,68.46,80.54,12.08
BIOLAB RX,Pantogar com 90 Cápsulas - Biolab,7896112425496,276.63,325.45,48.82
SIGMA PHARMA RX,Penvir 125mg com 10 Comprimidos - Sigma Pharma,7894916500364,94.47,120.52,26.05
MARJAN,Pasalix - 20 comprimidos,7896226109688,47.83,55.62,7.79
ZODIAC ADIUM,Paratran com 10 Comprimidos - Zodiac,7892953001318,51.76,60.19,8.43
SIGMA PHARMA RX,Penvir Labial 5g - Sigma Pharma,7896004786858,52.12,60.61,8.49
MEGALABS,Penetro Inalante - 45ml,7896026120555,29.22,32.47,3.25
APSEN,Oto-Xilodase Gotas com 8ml - Apsen,7896637022439,24.76,27.51,2.75
OSORIO DE MORAES,Pílulas De-Lussen com 36 Drágeas - Osório de Moraes,7898089300035,41.33,45.92,4.59
MEDLEY GENERICOS,Oxcarbazepina 300mg com 30 Comprimidos - Medley Genérico,7896422511902,57.51,57.51,0.0
MEDLEY GENERICOS,Oxcarbazepina 600mg com 30 Comprimidos - Medley Genérico,7896422511940,65.34,90.62,25.28
EMS,Oximax 400ug com 30 Cápsulas Refil - Hypera,7891142115799,69.93,87.19,17.26
EMS,Oximax 400ug com 30 Cápsulas + Inalador - Hypera,7891142115775,91.34,110.87,19.53
CELLERA,Pamelor 75mg com 30 Cápsulas - Cellera,7893454101736,103.98,125.37,21.39
MEDLEY RX,Plavix 75mg com 28 Comprimidos - Medley,7897595903440,367.37,438.75,71.38
CELLERA,Pamelor 50mg com 30 Cápsulas - Cellera,7893454101729,78.33,92.86,14.53
GSK RX,Paxil CR 25mg com 30 Comprimidos - GSK,7896015516949,219.45,258.18,38.73
TAKEDA,"Plantaben 3,5g - 30 envelopes",7898560664267,157.58,183.23,25.65
EMS,Peridal 10mg com 60 Comprimidos - Hypera,7896714274652,44.75,52.03,7.28
VALEANT,Oxipelle 20ml - Valeant,7896862993207,50.05,58.2,8.15
VALEANT,Oxipelle Creme 20g - Valeant,7898168006414,48.56,56.47,7.91
EUROFARMA RX,Pantocal 20mg com 28 Comprimidos - Eurofarma,7891317498764,99.26,115.42,16.16
TAKEDA,"Plantaben 3,5g - 10 envelopes",7898560664250,59.68,69.39,9.71
EMS,Peridal 10mg com 30 Comprimidos - Hypera,7896714274645,23.49,27.31,3.82
APSEN,Paxoral 7mg com 10 Cápsulas - Apsen,7896637029902,90.48,97.7,7.22
ACHE RX,Parasin 400mg com 1 Comprimido Mastigável - Ache,7896658002687,16.14,16.99,0.85
SUPERA,Pen Ve Oral com 3 x 4 Comprimidos - Supera,7891317007621,30.64,32.25,1.61
GERMED GENERICO,Pentoxifilina 400mg com 30 Comprimidos - Germed Genérico,7896004713588,78.64,78.64,0.0
NEO QUIMICA GENERICO,Prednisona 20mg com 10 Comprimidos - Neo Química Genérico,7896714212104,7.1,24.52,17.42
APSEN,Primid 100mg com 100 Comprimidos - Apsen,7896637025225,78.84,94.7,15.86
UNIAO QUIMICA GENOM,Primolut-Nor 10mg com 30 Comprimidos - União Química,7896006201717,84.9,107.29,22.39
EUROFARMA RX,Pondera 10mg com 20 Comprimidos - Eurofarma,7891317421526,58.23,70.96,12.73
EUROFARMA RX,Primera 20mcg com 21 Comprimidos - Eurofarma,7891317177645,33.81,43.38,9.57
TAKEDA,Proctyl Supositórios - 15 Uni,7896641805905,79.75,92.73,12.98
EMS,Polaramine Creme com 30g - Hypera,7891142171191,20.72,24.09,3.37
EUROFARMA RX,Pondera 15mg com 20 Comprimidos - Eurofarma,7891317421557,58.23,70.97,12.74
EMS,Predsim 20mg com 10 Comprimidos - Hypera,7891142981363,35.05,38.94,3.89
ACHE RX,Prelone Solução Oral 60ml - Ache,7896658009518,27.63,30.7,3.07
EMS,Polaramine 2mg - 20 Comprimidos,7891142171719,26.08,28.98,2.9
UNIAO QUIMICA GENOM,Primosiston com 30 Comprimidos - União Química,7896006201731,42.69,55.57,12.88
BIOLAB RX,Pressat 5mg com 30 Comprimidos - Biolab,7896112477938,6.16,78.44,72.28
TAKEDA,Proctyl Pomada com 30g + 10 Aplicadores - Takeda,7896641801792,76.01,86.38,10.37
AROVIDA,Previane com 21 Comprimidos - Legrand,7896004707846,24.77,37.1,12.33
LIBBS,"Pozato Uni 1,5mg com 1 Comprimido - Libbs",7896094201644,25.58,37.01,11.43
APSEN,Postec 20g Pomada - Apsen,7896637025362,128.95,149.94,20.99
BAYER RX,Primogyna 1mg com 28 Comprimidos - Bayer RX,7891106914031,43.34,55.28,11.94
EMS,"Polaramine 0,4mg Solução 120ml",7891142171757,31.15,35.4,4.25
EUROFARMA RX,Pondera 25mg com 20 Comprimidos - Eurofarma,7891317421595,119.12,145.24,26.12
LIBBS,Procimax 20mg com 28 Comprimidos - Libbs,7896094201538,77.13,97.25,20.12
PFIZER,Pristiq 50mg com 28 Comprimidos - Pfizer,7891045013130,213.37,243.86,30.49
APSEN,Primid 250mg com 20 Comprimidos - Apsen,7896637025232,37.79,44.69,6.9
BIOLAB RX,Press Plus 5/10mg com 30 Cápsulas - Biolab,7896112470830,96.42,113.43,17.01
CRISTALIA/LATINOFARMA,Presmin Colírio 5ml - Cristalia/Latinofarma,7896676432954,32.88,38.23,5.35
PFIZER,Ponstan 500mg com 24 Comprimidos - Pfizer,7891268118001,40.59,45.1,4.51
EMS,"Polaramine 2,8mg - 20ml",7891142171061,36.37,42.29,5.92
EMS,Predsim 5mg com 10 Comprimidos - Hypera,7891142981318,11.98,13.31,1.33
LIBBS,Plurair 50mg 120 Doses - Libbs,7896094201545,59.18,65.76,6.58
ACHE RX,Prelone 5mg com 20 Comprimidos - Ache,7896658005763,20.42,22.69,2.27
HERTZ P-1,Proctosan Pomada - 20g,7896331700459,42.48,44.17,1.69
EUROFARMA RX,Pondera 20mg com 30 Comprimidos - Eurofarma,7891317006938,175.62,213.21,37.59
ACNASE,Pondicilina Sabor Menta com 12 Pastilhas - União Química,7896006205692,12.9,12.9,0.0
BIOLAB RX,"Pressat 2,5mg com 30 Comprimidos - Biolab",7896112432401,31.63,40.73,9.1
EUROFARMA RX,Primera 30mcg com 21 Comprimidos - Eurofarma,7891317177676,34.46,43.38,8.92
EUROFARMA RX,Pondera 30mg com 30 Comprimidos - Eurofarma,7891317008529,267.26,326.49,59.23
BOEHRINGER,Pradaxa 110mg com 30 Cápsulas - Boehringer,7896026303057,167.12,203.97,36.85
EUROFARMA RX,Pondera 40mg com 20 Comprimidos - Eurofarma,7891317421618,238.57,290.4,51.83
BOEHRINGER,Pradaxa 110mg com 10 Cápsulas - Boehringer,7896026303101,56.02,68.02,12.0
BIOLAB RX,Press Plus 5/20mg com 30 Cápsulas - Biolab,7896112471165,105.26,123.83,18.57
ALLERGAN,Pred Fort Oftálmica 5ml - Allergan,7897316800300,48.95,56.92,7.97
EMS,Predsim Solução Oral 100ml - Hypera,7891142177155,53.88,62.65,8.77
EMS,Polaramine 6mg - 12 drágeas,7891142171733,31.57,35.88,4.31
EMS,Predsim Gotas 20ml - Hypera,7891142177124,40.3,44.78,4.48
EMS,Predsim Solução Oral 60ml - Hypera,7891142177162,32.67,36.3,3.63
EMS,Predsim 5mg com 20 Comprimidos - Hypera,7891142981301,24.07,26.74,2.67
ACHE RX,Prelone 20mg com 10 Comprimidos - Ache,7896658005145,29.67,32.97,3.3
LIBBS,Plurair 50mcg Spray 60 Doses - Libbs,7896094201507,37.51,41.68,4.17
AROVIDA,Repoflor - 12 cápsulas,7896004715247,20.41,49.34,28.93
SANOFI RX,Puran T4 75mcg com 30 Comprimidos - Sanofi,7897595901323,15.9,21.7,5.8
SANOFI RX,Puran T4 50mcg com 30 Comprimidos - Sanofi RX,7897595901316,14.54,19.88,5.34
SANOFI RX,Puran T4 88mcg com 30 Comprimidos - Safoni RX,7897595903365,19.11,26.14,7.03
SANOFI RX,Puran T4 25mcg com 30 Comprimidos - Sanofi RX,7897595901309,13.22,17.97,4.75
AROVIDA,Repoflor - 4 envelopes,7896004715230,20.57,36.15,15.58
PHARMASCIENCE,Resfedryl com 20 Cápsulas - Pharmascience,7898014560244,12.73,22.93,10.2
SANOFI RX,Puran T4 100mcg com 30 Comprimidos - Sanofi,7897595901033,12.44,16.92,4.48
ZODIAC ADIUM,Pyridium 100mg com 25 Drágeas - Zodiac,7892953001370,21.85,24.28,2.43
AROVIDA,Repoflor 200mg - 6 cápsulas,7896004720838,25.53,45.19,19.66
SANOFI RX,Puran T4 125mcg com 30 Comprimidos - Sanofi,7897595901446,18.23,24.86,6.63
APSEN,Retemic 5mg com 60 Comprimidos - Apsen,7896637022569,58.68,74.81,16.13
HERTZ P-1,Resfenol com 20 Cápsulas - Hertz,7896331703443,16.42,21.94,5.52
SANOFI RX,Puran T4 150mcg com 30 Comprimidos - Sanofi,7897595901330,19.48,26.67,7.19
PHARMASCIENCE,Resfedryl com 5 Cápsulas - Pharmascience,7898014561050,4.16,5.77,1.61
SANOFI RX,Puran T4 112mcg com 30 Comprimidos - Sanofi,7897595903372,24.24,33.23,8.99
AROVIDA,"Repopil 2mg + 0,035mg com 21 Comprimidos - Legrand Genérico",7896004703954,18.55,23.75,5.2
BELFAR,Promergan Creme com 30g - Belfar,7897917001342,16.49,20.9,4.41
ZODIAC ADIUM,Pyridium 200mg com 18 Drágeas - Zodiac,7892953001387,27.58,30.64,3.06
APSEN,Retemic 5mg com 30 Comprimidos - Apsen,7896637022552,36.32,45.05,8.73
SUPERA,Rehidrat 90 - 4 Envelopes,7891317007478,40.83,45.37,4.54
MEDLEY GENERICOS,Propionato de Clobetasol Creme 30g - Medley Genérico,7896422505369,18.67,20.17,1.5
BAYER OTC,Redoxon Gotas com 20ml - Bayer,7891106006286,21.07,23.41,2.34
CRISTALIA/LATINOFARMA,"Regencel Pomada 3,5g - Cristalia/Latinofarma",7896676425482,16.99,17.88,0.89
APSEN,Reuquinol 400mg com 30 Comprimidos - Apsen,7891317010041,101.59,117.02,15.43
ALLERGAN,Relestat Colírio 5ml - Allergan,7897316805299,69.55,82.44,12.89
BAYER OTC,Redoxon Sabor Laranja com 10 Comprimidos Efervescentes - Bayer,7891106006279,19.87,20.92,1.05
HERTZ P-1,Rapilax em Gotas com 30ml - Hertz,7896331704808,17.98,17.98,0.0
CIFARMA SIMILAR,Queimalive Pomada - 30g,7898158691576,26.69,37.11,10.42
EUROFARMA RX,Proflam 100mg com 12 Comprimidos - Eurofarma,7891317411923,66.52,77.35,10.83
SANOFI RX,Rifocina Spray 20ml - Sanofi RX,7891058061562,41.0,43.16,2.16
ACHE RX,"Revange 37,5/325mg com 20 Comprimidos - Ache",7896658016844,52.53,70.36,17.83
FARMOQUIMICA,"Reduclin 2,5mg com 35 Comprimidos - Farmoquímica",7898040322205,99.99,127.9,27.91
GSK STIEFEL,Psorex Creme 30g - GSK,7896269900617,42.46,49.95,7.49
APSEN,Retemic UD 10mg com 30 Comprimidos - Apsen,7896637023566,115.53,135.36,19.83
SUPERA,Rehidrat 50 Lar - 4 Envelopes,7891317007508,31.92,35.47,3.55
EMS,Rinosoro SIC Spray com 50ml - Hypera,7897322704593,30.82,34.24,3.42
FARMOQUIMICA,"Pulmicort 0,50mg com 5 Frascos - Astrazeneca",7896206402020,61.52,71.53,10.01
